Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA2 (UR) by STUP Full-Time/Part-Time Student Status"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"STUP Full-Time/Part-Time Student Status","Not attending","Full-time student","Part-time student","Institution (TYPP) stated, full-time/part-time status (STUP) not stated","Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated","Total",
"SA2 (UR)",
"Lawson - Hazelbrook - Linden",7869,2212,704,13,465,11253,
"Springwood - Winmalee",15217,4415,1285,34,680,21633,
"Wentworth Falls",4441,991,316,9,317,6077,
"Blue Mountains - South",4,0,0,0,0,5,
"Cambridge Park",11297,2875,722,44,709,15644,
"Castlereagh - Cranebrook",16394,4808,1283,49,1188,23724,
"Emu Plains - Leonay",9999,2750,728,22,729,14223,
"Glenmore Park - Regentville",14214,5088,1149,36,714,21203,
"Jamisontown - South Penrith",12348,3135,859,22,925,17288,
"Kingswood - Werrington",13363,3919,1103,44,1156,19577,
"Mulgoa - Luddenham - Orchard Hills",6523,1975,460,13,573,9541,
"Penrith",9486,2105,651,16,1031,13295,
"Warragamba - Silverdale",3552,1072,276,15,274,5195,
"Richmond - Clarendon",9798,2423,674,28,928,13839,
"Windsor - Bligh Park",10798,2909,821,34,770,15330,
"Yarramundi - Londonderry",4342,1263,312,10,1451,7376,
"Erskine Park",4473,1388,316,11,246,6440,
"St Clair",14000,4002,932,24,936,19895,
"Colyton - Oxley Park",8041,2260,478,26,791,11595,
"St Marys - North St Marys",11124,2867,654,38,1384,16074,
"Homebush Bay - Silverwater",11669,2814,891,14,3340,18733,
"Rookwood Cemetery",3,0,0,0,0,0,
"Auburn - Central",10957,4404,769,54,995,17175,
"Auburn - North",7324,2644,580,23,759,11325,
"Auburn - South",5601,2116,338,16,412,8487,
"Berala",6203,1968,383,19,328,8898,
"Lidcombe",13368,4473,1016,34,1101,19988,
"Regents Park",3448,1170,186,10,249,5067,
"Carlingford",18733,6525,1197,29,875,27359,
"Ermington - Rydalmere",14985,4433,990,44,971,21423,
"Oatlands - Dundas Valley",12169,3874,819,35,887,17788,
"Chester Hill - Sefton",11871,4374,701,64,1451,18461,
"Fairfield - East",10235,3535,576,47,1119,15514,
"Granville - Clyde",13680,4783,929,63,1378,20830,
"Greystanes - Pemulwuy",18505,5303,1257,50,1200,26307,
"Guildford - South Granville",13511,4915,853,75,1595,20951,
"Guildford West - Merrylands West",14037,4509,953,49,1173,20722,
"Merrylands - Holroyd",19646,6061,1245,86,1415,28452,
"Smithfield Industrial",10,0,0,0,0,10,
"Yennora Industrial",11,0,0,0,0,14,
"North Parramatta",15233,4014,1093,30,1856,22232,
"North Rocks",5544,1753,366,10,201,7878,
"Northmead",14382,3597,1012,35,1348,20383,
"Parramatta - Rosehill",20243,5239,1241,40,2486,29243,
"Toongabbie - Constitution Hill",15557,4405,928,35,1009,21936,
"Winston Hills",7704,2309,531,10,215,10774,
"Pendle Hill - Girraween",8883,2739,475,24,730,12842,
"Wentworthville - Westmead",10760,3427,610,31,777,15599,
"Epping - North Epping",18146,6866,1294,44,745,27093,
"Pennant Hills - Cheltenham",14037,4904,962,31,557,20495,
"Eastwood - Denistone",16908,6060,1150,37,893,25045,
"Gladesville - Huntleys Point",10167,2746,761,16,724,14409,
"Hunters Hill - Woolwich",6694,2686,446,13,509,10341,
"Macquarie Park - Marsfield",13640,5900,1047,26,1120,21728,
"North Ryde - East Ryde",8696,2645,555,26,398,12311,
"West Ryde - Meadowbank",13960,3673,1014,23,710,19375,
"Putney",2790,1039,162,6,149,4143,
"Ryde",18975,5516,1309,29,1348,27174,
"Ashcroft - Busby - Miller",10914,3963,614,82,1776,17335,
"Austral - Greendale",6052,1715,321,25,794,8918,
"Cobbitty - Leppington",12402,3341,859,26,1260,17890,
"Badgerys Creek",37,11,0,0,7,59,
"Cecil Hills",4572,1827,285,11,304,7015,
"Green Valley",8245,3226,482,28,531,12514,
"Hinchinbrook",8211,3076,539,22,446,12295,
"Hoxton Park - Carnes Hill - Horningsea Park",7561,3021,559,12,429,11588,
"West Hoxton - Middleton Grange",9829,3886,726,38,715,15187,
"Bonnyrigg Heights - Bonnyrigg",10892,3864,589,48,582,15980,
"Bossley Park - Abbotsbury",13254,4069,761,52,693,18834,
"Cabramatta - Lansvale",16820,5608,948,78,1261,24708,
"Cabramatta West - Mount Pritchard",11457,4035,638,43,1018,17188,
"Canley Vale - Canley Heights",14079,4932,764,72,970,20819,
"Edensor Park",6880,2179,395,25,288,9772,
"Fairfield",11813,4120,822,57,886,17704,
"Fairfield - West",12786,4638,719,51,900,19088,
"Greenfield Park - Prairiewood",5847,1884,306,17,280,8336,
"Horsley Park - Kemps Creek",3062,839,162,4,353,4426,
"Smithfield - Wetherill Park",12601,3771,692,40,940,18045,
"St Johns Park - Wakeley",7755,2307,385,21,403,10866,
"Wetherill Park Industrial",33,4,0,0,0,36,
"Casula",10332,3618,670,34,1008,15661,
"Chipping Norton - Moorebank",13300,3813,870,30,737,18748,
"Holsworthy - Wattle Grove",13983,4779,1087,38,818,20706,
"Liverpool",17242,5400,1123,60,3349,27172,
"Lurnea - Cartwright",7524,2630,454,40,1033,11686,
"Prestons - Edmondson Park",11252,4791,779,44,722,17580,
"Warwick Farm",3778,971,233,20,798,5798,
"Gymea - Grays Point",12370,3615,881,29,575,17479,
"Miranda - Yowie Bay",13229,3231,846,24,896,18230,
"Sylvania - Taren Point",11713,2807,659,20,739,15940,
"Caringbah",8644,1858,612,24,627,11764,
"Caringbah South",8468,2546,613,18,415,12058,
"Cronulla - Kurnell - Bundeena",17363,3218,1212,39,1654,23487,
"Lilli Pilli - Port Hacking - Dolans Bay",2144,758,159,4,88,3149,
"Woolaware - Burraneer",5343,1697,403,21,267,7728,
"Heathcote - Waterfall",4707,1250,359,7,172,6504,
"Illawong - Alfords Point",7531,2141,480,16,198,10366,
"Menai - Lucas Heights - Woronora",14749,4566,1184,25,608,21128,
"Oyster Bay - Como - Jannali",14770,4647,1136,35,673,21254,
"Royal National Park",10,5,0,0,7,24,
"Sutherland - Kirrawee",15374,3365,1141,32,956,20874,
"Engadine",11846,3686,973,17,471,16992,
"Loftus - Yarrawarrah",5143,1521,407,3,169,7247,
"Woronora Heights",2493,867,212,0,75,3646,
"Migratory - Offshore - Shipping (NSW)",321,34,12,0,47,419,
"No Usual Address (NSW)",7689,909,338,31,3314,12288,
"Aranda",1623,562,135,0,68,2397,
"Belconnen",4074,1589,458,4,531,6651,
"Bruce",3751,2330,394,0,514,6996,
"Charnwood",2065,545,192,10,166,2979,
"Cook",1959,562,164,5,110,2804,
"Dunlop",4855,1679,430,9,225,7199,
"Evatt",3633,1075,280,8,326,5329,
"Florey",3262,1033,259,6,202,4769,
"Flynn (ACT)",2381,682,166,5,126,3355,
"Fraser",1416,429,98,0,82,2027,
"Giralang",2324,657,190,8,124,3312,
"Gooromon",0,0,0,0,0,10,
"Hawker",2059,669,121,0,102,2956,
"Higgins",2113,612,175,6,165,3069,
"Holt",3269,793,276,4,274,4623,
"Kaleen",4998,1600,359,14,296,7270,
"Latham",2523,715,216,9,174,3637,
"Lawson",75,54,6,0,5,142,
"Macgregor (ACT)",4833,1323,428,3,215,6794,
"Macquarie",1839,572,171,3,113,2703,
"McKellar",1920,533,146,5,144,2749,
"Melba",2175,636,188,4,136,3148,
"Page",2135,516,192,9,171,3023,
"Scullin",1996,579,183,0,168,2931,
"Spence",1767,539,157,7,115,2584,
"Weetangera",1724,663,119,0,76,2575,
"Molonglo Corridor",10,0,0,0,0,14,
"West Belconnen",8,3,0,0,3,16,
"Hume",3,0,0,0,420,424,
"Kowen",22,6,3,0,7,39,
"Canberra East",580,62,23,0,173,837,
"Canberra Airport",71,10,5,0,5,100,
"Majura",120,27,5,0,21,175,
"Amaroo",3653,1561,323,9,155,5708,
"Bonner",4259,1699,481,3,283,6730,
"Casey",3952,1117,445,5,238,5759,
"Crace",3067,890,334,0,165,4456,
"Forde",2741,1146,265,6,150,4307,
"Franklin",4109,1604,461,5,245,6420,
"Gungahlin",3914,1445,415,14,348,6131,
"Hall",180,68,17,0,12,276,
"Harrison",4847,2048,533,13,240,7691,
"Mitchell",3,0,0,0,0,3,
"Ngunnawal",7170,2135,681,10,487,10486,
"Nicholls",4523,1688,318,9,333,6862,
"Palmerston",3771,1176,329,12,232,5529,
"Gungahlin - East",0,0,0,0,0,0,
"Gungahlin - West",0,0,0,0,0,0,
"Jacka",434,157,65,0,13,666,
"Kenny",10,0,0,0,0,10,
"Moncrieff",68,16,6,0,10,101,
"Taylor",0,0,0,0,0,0,
"Throsby",0,0,0,0,0,0,
"Acton",46,1895,22,0,119,2086,
"Ainslie",3468,1109,299,7,303,5183,
"Braddon",3278,1274,392,7,558,5500,
"Civic",1544,2130,199,3,399,4275,
"Dickson",1328,549,146,0,127,2148,
"Downer",2379,849,231,5,190,3660,
"Hackett",2024,677,169,0,128,2996,
"Lyneham",3369,1014,354,7,373,5114,
"O'Connor (ACT)",3405,1471,307,7,288,5477,
"Turner",2514,840,282,3,410,4049,
"Watson",3865,1225,439,6,329,5865,
"Black Mountain",0,0,0,0,0,0,
"Campbell",2082,754,173,0,211,3220,
"Duntroon",599,1005,57,0,111,1774,
"Parkes (ACT) - North",5,0,0,0,0,0,
"Reid",1064,306,87,0,176,1640,
"Russell",0,0,0,0,0,0,
"Deakin",1965,668,129,0,108,2874,
"Forrest",1112,294,68,0,135,1609,
"Griffith (ACT)",3160,778,277,3,352,4576,
"Lake Burley Griffin",0,0,0,0,0,0,
"Narrabundah",3827,1168,329,12,627,5956,
"Parkes (ACT) - South",0,0,0,0,5,4,
"Red Hill (ACT)",1996,806,153,4,211,3169,
"Yarralumla",2108,484,138,0,161,2888,
"Barton",1066,133,129,0,110,1436,
"Fyshwick",39,6,0,0,8,54,
"Kingston (ACT)",3204,437,427,9,349,4425,
"Banks",3426,1079,260,5,190,4967,
"Bonython",2746,724,201,3,111,3783,
"Calwell",4032,1110,338,4,275,5761,
"Chisholm",3651,997,266,3,196,5118,
"Conder",3467,1098,267,6,230,5059,
"Fadden",2086,635,147,0,83,2953,
"Gilmore",1913,559,140,3,131,2751,
"Gordon (ACT)",5339,1515,431,10,313,7610,
"Gowrie (ACT)",2141,611,166,5,124,3055,
"Greenway",1495,194,105,0,97,1892,
"Isabella Plains",3132,840,209,6,210,4403,
"Kambah",10485,2910,761,19,717,14900,
"Macarthur",1011,278,66,0,69,1426,
"Monash",3876,926,250,5,369,5428,
"Mount Taylor",0,0,0,0,0,0,
"Oxley (ACT)",1187,331,105,3,71,1697,
"Richardson",2137,567,165,0,134,3008,
"Theodore",2597,842,216,8,136,3799,
"Tuggeranong",17,5,0,0,5,22,
"Wanniassa",5387,1432,380,8,302,7511,
"Tuggeranong - West",9,3,0,0,0,12,
"Chapman",1862,630,122,8,78,2687,
"Duffy",2120,740,158,0,139,3162,
"Fisher",2103,547,184,3,169,3000,
"Holder",1891,473,140,5,103,2604,
"Rivett",2263,580,184,0,162,3190,
"Stirling",1502,376,94,8,155,2134,
"Waramanga",1889,507,120,4,114,2627,
"Weston",2371,695,178,3,335,3580,
"Scrivener",4,0,0,0,0,4,
"Chifley",1687,461,148,0,110,2407,
"Curtin",3627,1144,232,6,223,5234,
"Farrer",2257,710,155,0,105,3224,
"Garran",2299,755,169,0,280,3499,
"Hughes",2020,647,139,5,188,2993,
"Isaacs",1728,443,99,3,74,2345,
"Lyons (ACT)",2104,558,170,4,254,3089,
"Mawson",2306,635,161,7,152,3254,
"O'Malley",640,246,31,3,66,990,
"Pearce",1780,546,112,6,134,2582,
"Phillip",2118,375,196,3,246,2935,
"Torrens",1480,531,114,5,77,2206,
"Arboretum",5,0,0,0,6,10,
"Coombs",1179,380,121,10,117,1810,
"Denman Prospect",0,0,0,0,0,0,
"Molonglo",0,0,0,0,0,0,
"Molonglo - North",4,0,0,0,0,5,
"Wright",1922,433,222,4,178,2755,
"ACT - South West",358,117,27,0,48,561,
"Namadgi",24,9,0,0,5,41,
"Migratory - Offshore - Shipping (ACT)",0,0,0,0,0,0,
"No Usual Address (ACT)",330,88,18,5,98,541,
"Total",5420722,1554151,378556,14389,509803,7877622,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
