Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA2 (UR) by LFSP Labour Force Status"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"LFSP Labour Force Status","Employed, worked full-time","Employed, worked part-time","Employed, away from work","Unemployed, looking for full-time work","Unemployed, looking for part-time work","Not in the labour force","Not stated","Not applicable","Total",
"SA2 (UR)",
"Roselands",3588,1761,290,237,205,4092,639,2921,13739,
"Lakemba",3241,2087,340,506,376,5294,888,4286,17019,
"Wiley Park",2055,1368,230,273,218,2987,602,2477,10217,
"Hurstville",6390,3576,539,521,547,7573,989,3471,23613,
"Mortdale - Penshurst",7677,3809,598,348,367,6043,933,4126,23907,
"Narwee - Beverly Hills",3728,1926,305,257,234,4480,505,2344,13781,
"Oatley - Hurstville Grove",3840,2134,274,153,160,3465,353,2222,12614,
"Peakhurst - Lugarno",5105,2729,395,204,199,5455,594,3256,17937,
"Riverwood",2648,1467,255,246,223,4034,632,1774,11277,
"South Hurstville - Blakehurst",6903,3798,548,404,450,7246,762,3966,24070,
"Arncliffe - Bardwell Valley",7088,3352,549,378,407,5448,1243,2974,21443,
"Bexley",7597,3995,612,457,400,7221,1466,4727,26480,
"Kingsgrove (South) - Bardwell Park",3706,1785,265,171,170,3805,445,2268,12615,
"Kogarah",3647,1852,261,216,221,2767,501,1857,11315,
"Kogarah Bay - Carlton - Allawah",4971,2557,393,260,264,4185,621,2703,15965,
"Monterey - Brighton-le-Sands - Kyeemagh",4289,1855,416,197,141,3904,927,2241,13972,
"Rockdale - Banksia",6108,3470,526,386,401,5008,1278,2775,19960,
"Sans Souci - Ramsgate",4951,2134,385,206,157,4667,814,2656,15976,
"Concord - Mortlake - Cabarita",7147,3186,481,237,234,5895,820,3734,21742,
"Concord West - North Strathfield",8640,3259,595,490,474,6500,1226,3669,24850,
"Drummoyne - Rodd Point",6483,2670,394,199,149,4199,1042,3185,18326,
"Five Dock - Abbotsford",7091,2792,505,240,202,5019,1081,3516,20440,
"Balmain",5815,2197,355,193,155,3054,1178,2736,15686,
"Leichhardt - Annandale",9994,3813,654,345,273,4748,1590,4953,26388,
"Lilyfield - Rozelle",5547,1834,334,172,119,2497,905,2581,13991,
"Ashfield",7900,4101,548,477,464,6523,1452,3033,24497,
"Burwood - Croydon",6907,3856,570,469,601,8102,1147,3005,24653,
"Canterbury (North) - Ashbury",3436,1683,208,141,129,2610,490,1749,10449,
"Croydon Park - Enfield",5318,2607,375,243,212,4848,649,2967,17222,
"Dulwich Hill - Lewisham",6312,2485,423,260,226,3462,1097,2555,16809,
"Haberfield - Summer Hill",4661,2132,285,151,156,3177,623,2288,13474,
"Homebush",5422,2321,403,352,352,3568,1307,2486,16211,
"Strathfield",7678,4334,600,425,485,7046,1302,3137,25016,
"Strathfield South",1185,486,80,58,68,903,135,637,3542,
"Chatswood (East) - Artarmon",9253,3782,580,456,436,7798,1369,5012,28683,
"Chatswood (West) - Lane Cove North",7828,3027,477,320,269,4543,809,3591,20857,
"Lane Cove - Greenwich",9197,3959,551,300,328,6254,965,5179,26733,
"St Leonards - Naremburn",4812,1236,277,154,108,1687,630,1600,10500,
"Willoughby - Castle Cove - Northbridge",7639,3854,463,246,264,6343,835,5811,25463,
"Asquith - Mount Colah",5963,3230,422,193,223,3957,406,3894,18291,
"Berowra - Brooklyn - Cowan",3803,2089,274,112,127,2455,279,2558,11699,
"Normanhurst - Thornleigh - Westleigh",5615,3025,391,184,220,4751,504,3856,18531,
"Hornsby - East",4224,1741,274,243,201,2660,347,2108,11798,
"Hornsby - West",3263,1624,219,160,137,2737,449,2085,10684,
"Waitara - Wahroonga (West)",3120,1206,174,181,119,2500,359,1947,9602,
"Gordon - Killara",6213,3136,387,285,322,6399,633,3957,21328,
"Lindfield - Roseville",6802,3726,407,235,282,6072,706,4916,23147,
"Pymble",4942,2639,311,186,220,4028,393,3636,16354,
"St Ives",5976,3245,335,200,230,5676,516,4280,20456,
"Turramurra",5299,2965,329,178,208,5693,838,3752,19267,
"Wahroonga (East) - Warrawee",5158,2824,374,156,212,5041,635,3413,17822,
"Cremorne - Cammeray",7712,2669,464,256,169,3676,1082,3052,19084,
"Crows Nest - Waverton",8333,2353,453,240,149,3093,1055,2340,18026,
"Mosman",9302,4124,581,312,256,7192,1701,5014,28476,
"Neutral Bay - Kirribilli",7897,2343,401,269,156,3457,1409,1924,17852,
"North Sydney - Lavender Bay",4843,1324,257,153,105,2023,936,1064,10703,
"Balgowlah - Clontarf - Seaforth",6130,3349,440,153,220,4403,708,4791,20188,
"Manly - Fairlight",8595,3153,533,243,228,4294,1575,3081,21704,
"Avalon - Palm Beach",3369,2468,286,100,135,3292,450,2276,12374,
"Bayview - Elanora Heights",2896,1905,219,82,83,3060,550,1948,10745,
"Newport - Bilgola",4070,2533,302,114,121,3086,369,2582,13186,
"Warriewood - Mona Vale",7357,4247,546,175,221,5448,1201,4948,24134,
"Beacon Hill - Narraweena",4119,2321,306,117,132,3586,506,2794,13882,
"Cromer",2253,1257,184,50,60,1857,273,1563,7485,
"Dee Why - North Curl Curl",9336,4106,614,233,285,4689,1332,4354,24949,
"Forestville - Killarney Heights",3534,2118,235,100,135,3430,299,2950,12796,
"Frenchs Forest - Belrose",7334,4283,528,229,261,6347,714,5470,25171,
"Freshwater - Brookvale",7901,3340,542,208,174,3678,1041,4095,20978,
"Manly Vale - Allambie Heights",5194,2910,376,154,168,3538,652,3876,16870,
"Narrabeen - Collaroy",8152,3991,559,209,174,5929,1342,4409,24771,
"Terrey Hills - Duffys Forest",1045,674,78,30,38,911,155,719,3648,
"Camden - Ellis Lane",4051,1883,328,107,106,3371,533,2589,12963,
"Elderslie - Harrington Park",7227,3027,538,229,255,3950,613,5142,20980,
"Mount Annan - Currans Hill",10340,4196,777,376,331,4573,718,7264,28576,
"Bradbury - Wedderburn",5060,2211,404,450,305,5195,875,4450,18962,
"Campbelltown - Woodbine",5247,2226,405,376,292,5215,976,3456,18194,
"Claymore - Eagle Vale - Raby",6281,2716,486,409,283,4816,871,4541,20405,
"Holsworthy Military Area",0,0,0,0,0,0,0,0,0,
"Ingleburn - Denham Court",6116,2470,463,432,306,5062,1016,4118,19985,
"Leumeah - Minto Heights",5029,2146,398,308,225,4501,638,3285,16541,
"Macquarie Fields - Glenfield",6368,2684,485,598,386,6344,1427,5257,23556,
"Minto - St Andrews",5903,2518,472,405,342,5163,672,4397,19887,
"Rosemeadow - Glen Alpine",6056,2665,481,479,282,5382,1026,4505,20876,
"Bargo",1738,820,155,70,56,1426,257,1218,5740,
"Douglas Park - Appin",3286,1428,246,68,75,1955,333,2236,9625,
"Picton - Tahmoor - Buxton",5044,2352,502,255,157,3983,930,3567,16786,
"The Oaks - Oakdale",2918,1404,262,109,79,1924,348,1957,8997,
"Blackheath - Megalong Valley",1191,1007,107,73,64,1896,333,885,5560,
"Blaxland - Warrimoo - Lapstone",5928,3167,440,168,213,4648,544,3831,18936,
"Blue Mountains - North",0,6,0,0,0,0,0,0,12,
"Katoomba - Leura",2802,2444,309,198,200,4598,789,1886,13222,
"Lawson - Hazelbrook - Linden",3113,1968,269,147,132,3011,373,2245,11253,
"Springwood - Winmalee",6524,3566,455,192,247,5885,561,4197,21633,
"Wentworth Falls",1401,978,134,79,64,2172,256,1001,6077,
"Blue Mountains - South",0,0,0,0,0,3,0,0,5,
"Cambridge Park",5239,2146,363,255,187,3607,567,3284,15644,
"Castlereagh - Cranebrook",8445,3067,676,340,250,4388,956,5598,23724,
"Emu Plains - Leonay",4514,2130,342,155,153,3694,414,2823,14223,
"Glenmore Park - Regentville",7830,3285,506,247,228,3484,563,5063,21203,
"Jamisontown - South Penrith",5524,2209,427,264,206,4327,755,3577,17288,
"Kingswood - Werrington",6028,2449,484,431,309,4617,975,4289,19577,
"Mulgoa - Luddenham - Orchard Hills",3354,1369,254,102,93,1827,464,2079,9541,
"Penrith",3924,1519,308,339,196,3952,860,2183,13295,
"Warragamba - Silverdale",1842,751,116,57,57,1025,202,1141,5195,
"Richmond - Clarendon",4098,1916,318,232,152,3924,778,2413,13839,
"Windsor - Bligh Park",5088,2159,393,235,174,3457,618,3214,15330,
"Yarramundi - Londonderry",2087,959,168,61,58,2369,370,1311,7376,
"Erskine Park",2545,987,142,109,81,1145,195,1244,6440,
"St Clair",7071,2690,489,330,220,4193,758,4144,19895,
"Colyton - Oxley Park",3363,1305,302,294,137,3162,604,2424,11595,
"St Marys - North St Marys",4312,1686,356,473,230,4456,1237,3314,16074,
"Homebush Bay - Silverwater",6657,2021,394,321,209,4788,1377,2958,18733,
"Rookwood Cemetery",0,0,0,0,0,0,0,0,0,
"Auburn - Central",3462,2380,438,524,416,5746,856,3350,17175,
"Auburn - North",2590,1865,261,427,302,3191,730,1960,11325,
"Auburn - South",1795,974,184,199,149,2956,378,1851,8487,
"Berala",2342,1179,185,238,180,2913,275,1593,8898,
"Lidcombe",5610,3126,512,414,445,5910,1015,2945,19988,
"Regents Park",1241,676,90,118,87,1651,205,991,5067,
"Carlingford",7967,3973,527,416,435,8153,766,5122,27359,
"Ermington - Rydalmere",6447,2868,430,339,305,5980,831,4232,21423,
"Oatlands - Dundas Valley",5145,2491,370,303,286,5080,748,3361,17788,
"Chester Hill - Sefton",4051,1967,372,364,341,6581,824,3958,18461,
"Fairfield - East",2937,1572,351,343,277,5873,919,3244,15514,
"Granville - Clyde",4822,2965,493,596,389,6180,1215,4167,20830,
"Greystanes - Pemulwuy",8082,3306,585,390,304,6943,991,5714,26307,
"Guildford - South Granville",3807,2120,464,475,330,7289,1334,5126,20951,
"Guildford West - Merrylands West",5099,2337,448,472,330,6515,1004,4518,20722,
"Merrylands - Holroyd",7402,3352,680,657,507,8636,1201,6013,28452,
"Smithfield Industrial",4,3,0,4,0,0,0,0,10,
"Yennora Industrial",4,0,0,0,0,4,0,0,14,
"North Parramatta",7413,2606,467,547,435,5404,1648,3713,22232,
"North Rocks",2402,1193,159,77,86,2177,158,1620,7878,
"Northmead",7047,2365,444,433,301,4324,1159,4307,20383,
"Parramatta - Rosehill",10086,3682,629,918,559,6097,2234,5043,29243,
"Toongabbie - Constitution Hill",6724,2751,521,378,310,6274,805,4176,21936,
"Winston Hills",3477,1586,230,128,100,2704,183,2373,10774,
"Pendle Hill - Girraween",3731,1361,274,266,194,3523,629,2867,12842,
"Wentworthville - Westmead",4734,1820,323,428,283,4096,653,3267,15599,
"Epping - North Epping",8467,4082,526,453,507,7705,619,4731,27093,
"Pennant Hills - Cheltenham",6342,3320,396,237,266,5336,654,3935,20495,
"Eastwood - Denistone",7266,3842,512,414,446,7682,772,4113,25045,
"Gladesville - Huntleys Point",4965,2115,304,145,172,3517,623,2582,14409,
"Hunters Hill - Woolwich",2798,1438,219,72,73,3290,437,2015,10341,
"Macquarie Park - Marsfield",6720,2899,546,377,621,6778,1003,2775,21728,
"North Ryde - East Ryde",3806,1816,271,161,149,3514,347,2246,12311,
"West Ryde - Meadowbank",7116,2790,467,373,346,4565,611,3112,19375,
"Putney",1323,673,79,45,36,1063,115,809,4143,
"Ryde",9043,3830,623,449,386,7060,1201,4580,27174,
"Ashcroft - Busby - Miller",2770,1436,327,443,326,6450,1398,4198,17335,
"Austral - Greendale",2420,1184,246,117,93,2572,628,1655,8918,
"Cobbitty - Leppington",6127,2200,588,183,160,3382,1007,4255,17890,
"Badgerys Creek",16,3,0,0,0,26,9,12,59,
"Cecil Hills",2294,917,148,105,93,1772,254,1437,7015,
"Green Valley",3405,1545,277,262,214,3742,433,2635,12514,
"Hinchinbrook",3694,1587,276,230,217,3141,351,2792,12295,
"Hoxton Park - Carnes Hill - Horningsea Park",3603,1472,287,152,146,2581,352,2992,11588,
"West Hoxton - Middleton Grange",4895,1963,341,230,206,2987,520,4034,15187,
"Bonnyrigg Heights - Bonnyrigg",3992,1928,281,375,300,5541,475,3096,15980,
"Bossley Park - Abbotsbury",5253,2416,407,304,252,6245,615,3338,18834,
"Cabramatta - Lansvale",5036,3010,532,687,734,9206,1066,4431,24708,
"Cabramatta West - Mount Pritchard",3904,1885,361,431,361,5886,805,3559,17188,
"Canley Vale - Canley Heights",4595,2378,411,528,554,7564,795,3997,20819,
"Edensor Park",2656,1309,209,207,159,3193,281,1770,9772,
"Fairfield",3195,1626,314,468,400,7563,750,3385,17704,
"Fairfield - West",3936,2079,359,389,361,7355,732,3883,19088,
"Greenfield Park - Prairiewood",1975,973,185,137,152,3092,239,1583,8336,
"Horsley Park - Kemps Creek",1302,609,143,45,40,1199,326,759,4426,
"Smithfield - Wetherill Park",4300,1984,361,354,258,6582,739,3472,18045,
"St Johns Park - Wakeley",2839,1191,218,198,187,4030,354,1844,10866,
"Wetherill Park Industrial",11,0,0,0,0,20,0,0,36,
"Casula",4246,1962,387,287,255,4322,840,3369,15661,
"Chipping Norton - Moorebank",5992,2365,438,259,211,4749,593,4146,18748,
"Holsworthy - Wattle Grove",7510,2765,514,252,223,4040,700,4692,20706,
"Liverpool",5519,2485,510,629,472,9065,2765,5718,27172,
"Lurnea - Cartwright",2119,1036,272,273,185,4251,806,2744,11686,
"Prestons - Edmondson Park",5533,2082,375,297,234,3966,562,4535,17580,
"Warwick Farm",1289,518,130,193,118,1791,705,1052,5798,
"Gymea - Grays Point",5781,2997,432,149,172,3995,460,3485,17479,
"Miranda - Yowie Bay",5650,2680,428,210,178,5035,737,3318,18230,
"Sylvania - Taren Point",4423,2296,343,175,160,5156,605,2781,15940,
"Caringbah",3964,1703,375,118,111,2800,508,2192,11764,
"Caringbah South",3558,2145,267,92,100,3130,317,2446,12058,
"Cronulla - Kurnell - Bundeena",8624,3660,658,251,201,5216,1458,3427,23487,
"Lilli Pilli - Port Hacking - Dolans Bay",1023,588,72,15,20,725,70,634,3149,
"Woolaware - Burraneer",2489,1430,180,48,59,1764,230,1533,7728,
"Heathcote - Waterfall",2020,1054,135,55,74,1782,119,1271,6504,
"Illawong - Alfords Point",3745,1826,222,108,109,2452,183,1714,10366,
"Menai - Lucas Heights - Woronora",7400,3809,471,225,222,4404,497,4094,21128,
"Oyster Bay - Como - Jannali",6574,3643,491,203,190,4916,541,4693,21254,
"Royal National Park",12,4,0,0,0,0,7,9,24,
"Sutherland - Kirrawee",7277,3043,505,225,219,5069,804,3729,20874,
"Engadine",5268,2807,403,119,140,3936,321,3991,16992,
"Loftus - Yarrawarrah",2328,1252,183,56,64,1689,128,1550,7247,
"Woronora Heights",1358,753,81,22,36,663,60,679,3646,
"Migratory - Offshore - Shipping (NSW)",47,27,51,3,3,184,62,39,419,
"No Usual Address (NSW)",1976,1048,307,701,238,4059,3215,741,12288,
"Aranda",740,351,58,18,23,657,62,486,2397,
"Belconnen",2410,986,182,145,163,1621,584,562,6651,
"Bruce",2369,1199,272,92,157,1757,504,649,6996,
"Charnwood",942,390,78,49,40,697,146,638,2979,
"Cook",865,445,74,28,43,761,88,509,2804,
"Dunlop",2651,958,229,72,76,1182,186,1843,7199,
"Evatt",1762,800,143,69,51,1144,272,1084,5329,
"Florey",1486,743,123,66,76,1256,175,848,4769,
"Flynn (ACT)",1120,481,77,41,38,798,101,703,3355,
"Fraser",627,307,61,18,23,502,74,414,2027,
"Giralang",1078,487,109,35,50,759,95,697,3312,
"Gooromon",3,0,0,0,0,0,0,0,10,
"Hawker",879,444,78,46,27,847,85,550,2956,
"Higgins",966,430,84,28,35,765,145,623,3069,
"Holt",1432,565,130,65,59,1259,247,866,4623,
"Kaleen",2207,1205,202,112,99,1875,274,1296,7270,
"Latham",1174,535,96,43,43,823,142,779,3637,
"Lawson",43,11,0,3,5,30,3,44,142,
"Macgregor (ACT)",2523,937,242,75,73,1127,162,1660,6794,
"Macquarie",836,404,76,28,34,717,92,510,2703,
"McKellar",877,435,68,30,43,684,128,478,2749,
"Melba",949,442,80,32,32,857,107,655,3148,
"Page",819,351,102,30,40,1034,156,485,3023,
"Scullin",849,460,70,46,45,728,136,600,2931,
"Spence",794,380,71,35,32,631,91,546,2584,
"Weetangera",778,407,50,22,31,711,69,511,2575,
"Molonglo Corridor",9,0,0,0,0,0,0,0,14,
"West Belconnen",5,0,0,0,0,3,3,3,16,
"Hume",0,0,0,0,0,422,0,0,424,
"Kowen",11,5,0,0,0,0,8,16,39,
"Canberra East",218,98,24,32,13,259,138,62,837,
"Canberra Airport",48,12,3,0,0,7,5,22,100,
"Majura",57,28,4,0,0,36,24,24,175,
"Amaroo",2071,791,157,70,63,892,149,1509,5708,
"Bonner",2487,802,177,96,69,736,208,2152,6730,
"Casey",2450,734,200,61,54,597,200,1466,5759,
"Crace",1880,567,129,38,47,579,144,1084,4456,
"Forde",1642,553,108,58,41,501,116,1283,4307,
"Franklin",2580,890,169,105,89,973,209,1401,6420,
"Gungahlin",2299,855,170,108,121,1066,308,1210,6131,
"Hall",67,45,17,0,0,80,13,54,276,
"Harrison",3035,1016,209,96,95,1070,199,1979,7691,
"Mitchell",4,0,0,0,0,0,0,0,3,
"Ngunnawal",3848,1531,340,116,126,1711,401,2405,10486,
"Nicholls",2371,1105,167,76,74,1484,283,1309,6862,
"Palmerston",1927,853,159,74,93,1147,207,1073,5529,
"Gungahlin - East",0,0,0,0,0,0,0,0,0,
"Gungahlin - West",0,0,0,0,0,0,0,0,0,
"Jacka",268,73,16,7,12,81,6,203,666,
"Kenny",0,0,0,4,0,0,0,0,10,
"Moncrieff",28,10,0,0,0,12,10,31,101,
"Taylor",0,0,0,0,0,0,0,0,0,
"Throsby",0,0,0,0,0,0,0,0,0,
"Acton",43,467,197,20,259,977,114,13,2086,
"Ainslie",1530,796,134,40,61,1419,305,905,5183,
"Braddon",2446,777,199,93,129,1044,547,272,5500,
"Civic",1215,562,187,41,239,1539,384,105,4275,
"Dickson",740,362,60,34,33,506,123,294,2148,
"Downer",1099,642,91,60,57,918,175,617,3660,
"Hackett",904,458,88,29,36,727,116,634,2996,
"Lyneham",1794,753,120,58,90,1328,336,633,5114,
"O'Connor (ACT)",1767,1007,133,64,87,1257,262,910,5477,
"Turner",1634,588,96,68,65,880,395,313,4049,
"Watson",2090,961,166,75,87,1113,266,1110,5865,
"Black Mountain",0,0,0,0,0,0,0,0,0,
"Campbell",1078,436,70,38,47,856,195,497,3220,
"Duntroon",1228,143,52,0,3,94,113,141,1774,
"Parkes (ACT) - North",0,0,0,0,0,0,0,0,0,
"Reid",524,235,44,34,39,445,162,161,1640,
"Russell",0,0,0,0,0,0,0,0,0,
"Deakin",888,368,71,27,28,856,97,536,2874,
"Forrest",623,222,43,11,8,350,132,215,1609,
"Griffith (ACT)",1860,522,93,48,46,1021,333,649,4576,
"Lake Burley Griffin",0,0,0,0,0,0,0,0,0,
"Narrabundah",1931,727,163,89,76,1366,564,1051,5956,
"Parkes (ACT) - South",0,0,0,0,0,0,5,0,4,
"Red Hill (ACT)",969,411,66,47,44,839,181,619,3169,
"Yarralumla",863,438,56,23,39,913,143,413,2888,
"Barton",764,142,50,10,13,239,111,105,1436,
"Fyshwick",11,6,3,0,0,23,5,5,54,
"Kingston (ACT)",2455,430,158,42,35,649,325,334,4425,
"Banks",1894,715,135,63,58,797,164,1141,4967,
"Bonython",1434,549,158,57,48,757,85,692,3783,
"Calwell",2177,841,173,64,63,1078,225,1131,5761,
"Chisholm",1867,746,175,66,50,1041,169,1005,5118,
"Conder",1855,749,175,61,56,957,191,1025,5059,
"Fadden",1034,498,101,20,25,679,74,524,2953,
"Gilmore",1010,369,78,31,35,538,116,573,2751,
"Gordon (ACT)",2872,1116,242,97,103,1476,244,1464,7610,
"Gowrie (ACT)",992,459,99,36,30,729,106,609,3055,
"Greenway",758,230,46,38,19,484,93,214,1892,
"Isabella Plains",1535,600,128,57,43,907,185,945,4403,
"Kambah",4565,2221,407,168,166,3799,601,2969,14900,
"Macarthur",556,233,27,15,12,271,53,264,1426,
"Monash",1836,694,172,65,41,1410,335,890,5428,
"Mount Taylor",0,0,0,0,0,0,0,0,0,
"Oxley (ACT)",577,251,49,23,26,383,59,326,1697,
"Richardson",1077,414,87,54,34,611,96,628,3008,
"Theodore",1458,583,107,47,50,631,110,812,3799,
"Tuggeranong",8,6,0,0,0,7,5,0,22,
"Wanniassa",2367,1159,232,103,99,1827,255,1471,7511,
"Tuggeranong - West",0,0,0,0,0,4,0,4,12,
"Chapman",812,437,54,21,25,763,69,503,2687,
"Duffy",975,469,86,24,33,755,121,698,3162,
"Fisher",906,427,89,20,27,762,132,633,3000,
"Holder",844,371,82,28,29,664,71,522,2604,
"Rivett",911,429,110,38,41,846,140,678,3190,
"Stirling",557,280,42,26,11,690,143,385,2134,
"Waramanga",790,384,78,33,16,687,97,535,2627,
"Weston",990,514,93,33,35,904,327,677,3580,
"Scrivener",0,4,0,0,0,0,0,0,4,
"Chifley",820,366,60,36,26,583,89,425,2407,
"Curtin",1595,781,157,35,51,1399,190,1023,5234,
"Farrer",1017,523,72,23,39,877,88,595,3224,
"Garran",1018,421,81,27,33,955,259,705,3499,
"Hughes",830,407,78,22,32,871,172,577,2993,
"Isaacs",717,319,61,29,22,795,55,346,2345,
"Lyons (ACT)",926,420,77,53,34,877,217,479,3089,
"Mawson",1044,488,96,44,34,868,122,552,3254,
"O'Malley",289,159,20,4,7,290,59,170,990,
"Pearce",805,348,74,29,29,715,112,467,2582,
"Phillip",1295,402,86,55,34,470,220,381,2935,
"Torrens",686,391,48,34,21,531,60,434,2206,
"Arboretum",0,0,0,0,0,0,6,0,10,
"Coombs",718,214,71,20,13,198,99,469,1810,
"Denman Prospect",0,0,0,0,0,0,0,0,0,
"Molonglo",0,0,0,0,0,0,0,0,0,
"Molonglo - North",3,0,0,5,0,0,0,0,5,
"Wright",1364,337,109,20,17,234,165,507,2755,
"ACT - South West",207,83,26,3,6,67,40,126,561,
"Namadgi",15,7,0,0,0,11,4,7,41,
"Migratory - Offshore - Shipping (ACT)",0,0,0,0,0,0,0,0,0,
"No Usual Address (ACT)",126,59,18,33,10,153,110,37,541,
"Total",2271581,1128216,186162,128878,106878,2176823,418276,1460811,7877622,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
