Australian Bureau of Statistics

"2016 Experimental IHAD - Counting Families, Place of Enumeration"
"SA2 by HIED Equivalised Total Household Income (weekly)"
"Counting: Family Records"

Filters:
"Default Summation","Family Records"

"HIED Equivalised Total Household Income (weekly)","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800 - $25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000 or more ($156,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"Warners Bay - Boolaroo",56,36,151,310,658,573,527,603,634,420,342,248,250,71,91,420,109,168,5661,
"Bolton Point - Teralba",40,37,168,265,492,378,345,421,355,208,127,99,84,23,30,254,62,154,3542,
"Bonnells Bay - Silverwater",48,23,116,240,436,439,387,362,392,249,177,102,100,30,31,273,75,101,3585,
"Edgeworth - Cameron Park",44,31,147,261,555,509,490,659,683,463,342,209,152,35,49,366,130,119,5231,
"Morisset - Cooranbong",62,41,215,395,848,740,638,633,588,352,251,196,135,36,70,483,195,280,6155,
"Toronto - Awaba",53,43,216,395,744,630,524,546,571,331,284,195,162,69,112,395,167,189,5634,
"Wangi Wangi - Rathmines",34,29,101,235,446,407,376,424,431,259,197,131,129,50,44,261,75,80,3699,
"West Wallsend - Barnsley - Killingworth",21,17,70,145,279,300,254,345,327,174,127,62,58,5,12,206,36,75,2526,
"Adamstown - Kotara",45,40,164,314,628,577,555,665,751,615,411,364,308,100,100,484,106,99,6335,
"Beresfield - Hexham",42,27,159,313,559,433,379,388,359,198,114,61,46,14,12,226,97,156,3574,
"Hamilton - Broadmeadow",66,65,263,375,544,411,406,427,536,400,336,237,276,96,167,411,138,277,5452,
"Lambton - New Lambton",70,49,201,417,728,602,607,650,833,607,462,363,365,105,180,467,194,174,7073,
"Maryland - Fletcher - Minmi",54,22,131,226,346,436,434,621,671,480,344,235,201,44,40,405,72,85,4853,
"Mayfield - Warabrook",77,53,273,533,766,668,600,670,743,516,389,274,245,38,48,400,140,259,6687,
"Merewether - The Junction",37,29,145,242,405,384,354,491,583,518,422,348,451,215,315,546,88,189,5771,
"Newcastle - Cooks Hill",55,40,162,255,342,284,316,424,459,430,349,358,488,173,361,406,100,524,5531,
"Newcastle Port - Kooragang",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,
"Shortland - Jesmond",129,68,250,388,604,491,413,440,397,216,124,62,61,10,20,279,107,150,4211,
"Stockton - Fullerton Cove",28,25,97,218,423,320,308,308,296,208,155,144,128,49,41,244,88,171,3244,
"Wallsend - Elermore Vale",86,63,336,601,1120,932,780,928,865,583,418,275,286,49,80,541,193,229,8356,
"Waratah - North Lambton",75,54,223,357,639,546,442,550,546,352,269,189,208,40,37,361,130,143,5162,
"Wickham - Carrington - Tighes Hill",41,23,130,196,365,319,311,337,419,296,253,217,217,63,86,269,68,229,3827,
"Ballina",72,59,268,639,1255,1063,845,884,748,419,256,201,165,44,104,436,308,678,8442,
"Ballina Region",56,56,230,346,837,823,756,799,735,459,285,194,191,65,119,516,142,453,7063,
"Bangalow",20,28,81,108,175,218,213,243,245,163,88,70,76,36,73,248,46,260,2394,
"Brunswick Heads - Ocean Shores",37,29,168,275,479,470,389,408,321,199,128,73,75,25,36,364,75,439,3986,
"Byron Bay",39,26,115,188,364,346,329,435,400,254,155,147,138,51,112,415,72,967,4555,
"Evans Head",18,19,83,206,419,275,244,242,207,108,64,44,33,5,17,161,95,428,2663,
"Lennox Head - Skennars Head",23,14,69,142,274,294,298,350,359,203,185,132,153,47,93,297,53,243,3220,
"Mullumbimby",30,42,178,270,471,427,344,348,280,142,85,54,58,17,39,337,80,552,3744,
"Casino",47,41,263,514,891,721,555,549,411,186,106,63,47,12,26,304,175,311,5238,
"Casino Region",54,24,154,262,408,353,275,301,209,132,68,34,32,7,29,219,88,259,2916,
"Goonellabah",45,39,233,425,749,677,629,619,613,312,195,151,121,25,54,322,126,299,5643,
"Kyogle",45,40,219,342,580,393,341,306,213,124,65,43,45,12,25,202,77,306,3385,
"Lismore",61,56,359,608,1026,870,706,729,619,327,173,123,93,17,38,440,168,581,6985,
"Lismore Region",60,74,281,434,722,721,652,655,612,372,238,169,142,48,81,557,118,528,6467,
"Kingscliff - Fingal Head",74,40,157,323,678,610,512,561,563,348,256,216,207,71,109,393,159,658,5944,
"Murwillumbah",44,22,176,319,619,527,399,394,376,150,93,50,37,8,20,269,125,248,3881,
"Murwillumbah Region",36,58,167,306,492,483,397,389,368,214,120,76,85,28,48,386,94,448,4207,
"Pottsville",59,48,214,350,634,653,568,633,548,309,217,155,115,28,34,449,117,446,5578,
"Tweed Heads",111,78,317,671,1361,1222,930,904,800,444,313,192,165,45,87,602,331,916,9498,
"Banora Point",78,56,190,439,1020,864,773,818,659,409,223,152,117,34,51,491,200,244,6825,
"Terranora - North Tumblegum",8,15,22,65,85,116,109,146,119,113,76,44,54,22,16,106,21,36,1171,
"Tweed Heads South",52,38,120,404,760,589,416,353,268,192,73,55,24,7,21,222,196,489,4289,
"Griffith (NSW)",90,70,282,491,788,708,667,828,815,509,311,202,216,44,114,525,271,660,7583,
"Griffith Region",69,39,183,321,457,472,456,584,539,323,197,137,120,34,86,429,169,512,5130,
"Leeton",42,43,167,273,448,405,362,436,457,282,157,101,97,21,30,251,143,340,4066,
"Narrandera",35,14,118,233,341,267,245,238,227,147,78,38,41,7,29,198,105,276,2629,
"Tumbarumba",11,19,46,95,191,148,118,136,150,79,63,43,31,4,17,130,53,124,1464,
"Tumut",25,22,133,223,359,256,233,262,244,154,124,78,60,16,24,200,83,250,2743,
"Tumut Region",32,17,86,142,228,175,195,205,190,143,59,67,48,5,21,179,57,168,2022,
"Cootamundra",49,31,153,246,619,371,354,298,293,138,83,84,52,19,38,247,105,204,3373,
"Gundagai",17,19,76,99,195,149,134,165,149,79,40,23,29,7,26,138,67,121,1535,
"Junee",26,20,99,160,283,260,189,212,205,116,71,77,55,11,25,146,64,188,2206,
"Temora",31,23,113,245,461,349,292,292,237,123,75,65,53,8,38,175,123,169,2871,
"Wagga Wagga - East",61,34,208,347,612,642,629,752,799,521,364,294,252,79,115,534,164,221,6629,
"Wagga Wagga - North",13,6,27,59,105,126,139,185,191,141,108,72,63,13,17,132,27,82,1496,
"Wagga Wagga - South",80,84,344,555,816,808,840,1013,1046,691,448,299,280,61,108,591,237,346,8652,
"Wagga Wagga - West",45,54,286,413,560,486,461,540,552,377,257,143,168,36,92,313,173,387,5351,
"Wagga Wagga Region",47,49,172,360,579,527,562,659,592,407,220,185,147,41,117,478,157,432,5729,
"Berry - Kangaroo Valley",45,38,111,234,550,420,347,349,359,248,176,135,133,49,91,311,91,327,4009,
"Callala Bay - Currarong",31,13,65,139,237,218,148,127,132,65,47,31,30,5,15,109,53,122,1582,
"Culburra Beach",33,19,85,183,395,287,253,215,179,97,83,33,42,10,26,158,74,154,2317,
"Ettrema - Sassafras - Budawang",0,0,0,4,6,3,0,0,6,0,0,0,0,0,0,0,0,7,22,
"Huskisson - Vincentia",12,13,55,121,237,233,177,181,168,118,103,73,89,25,43,155,71,159,2021,
"North Nowra - Bomaderry",67,66,267,469,894,761,641,693,648,412,268,199,162,42,76,492,188,351,6687,
"Nowra",81,77,469,644,1136,967,783,778,687,422,267,170,145,26,61,583,257,523,8075,
"St Georges Basin - Erowal Bay",85,61,275,602,1081,890,668,576,485,223,133,58,53,26,29,385,230,296,6148,
"Sussex Inlet - Berrara",24,13,93,209,446,299,190,180,122,85,33,33,21,0,10,143,102,133,2140,
"Tomerong - Wandandian - Woollamia",19,13,50,86,146,115,119,157,163,92,63,48,32,7,20,143,19,81,1365,
"Ulladulla",78,68,285,617,1173,960,681,682,490,287,188,108,88,18,75,460,246,470,6972,
"Ulladulla Region",25,33,98,211,353,279,243,208,164,99,61,42,46,13,29,156,55,232,2344,
"Bowral",69,50,129,285,495,561,498,575,560,371,279,246,284,111,238,426,145,276,5585,
"Hill Top - Colo Vale",21,19,61,109,224,199,258,266,304,181,105,82,70,14,22,207,55,94,2288,
"Mittagong",39,32,115,201,407,389,319,401,444,222,162,125,130,42,72,313,98,242,3781,
"Moss Vale - Berrima",48,53,130,242,467,418,417,406,472,265,195,144,123,45,50,310,103,217,4101,
"Robertson - Fitzroy Falls",26,19,49,69,111,109,127,145,146,103,76,51,69,28,60,129,44,123,1472,
"Southern Highlands",36,16,83,155,303,287,254,290,292,203,127,85,102,39,90,265,69,174,2865,
"Baulkham Hills (East)",103,62,156,291,576,648,665,829,1037,895,693,609,675,212,222,628,112,176,8596,
"Baulkham Hills (West) - Bella Vista",76,59,120,206,247,441,476,614,791,645,589,475,605,319,301,651,65,115,6772,
"Glenhaven",17,15,34,78,117,154,159,188,256,184,176,161,204,97,129,205,39,46,2249,
"West Pennant Hills",31,27,75,106,166,219,235,331,431,395,355,369,514,231,303,444,42,68,4344,
"Castle Hill - Central",38,16,66,90,179,214,211,286,350,275,212,175,248,92,132,209,38,79,2901,
"Castle Hill - East",18,21,39,74,199,203,141,163,212,132,121,136,157,66,75,157,68,49,2034,
"Castle Hill - North",60,37,98,139,195,284,253,372,472,370,330,293,421,171,212,373,47,102,4233,
"Castle Hill - South",50,32,72,94,169,235,241,349,402,339,274,221,297,124,157,295,35,83,3466,
"Castle Hill - West",16,15,34,33,58,77,86,122,218,176,174,130,190,87,105,159,14,31,1719,
"Cherrybrook",66,55,117,180,329,377,415,611,733,598,565,479,620,291,254,631,58,122,6497,
"Kellyville",70,47,104,219,317,417,509,677,907,837,712,580,702,243,292,712,86,157,7595,
"Dural - Kenthurst - Wisemans Ferry",84,45,150,242,396,498,532,647,752,622,532,458,539,268,340,812,121,339,7384,
"Galston - Laughtondale",19,15,48,72,119,129,162,126,237,175,131,122,117,72,77,178,32,91,1927,
"Bilpin - Colo - St Albans",13,3,28,51,107,113,77,118,122,81,40,33,43,14,11,81,19,177,1141,
"Kurrajong Heights - Ebenezer",87,67,176,242,437,576,636,888,1062,740,566,431,443,152,174,695,136,405,7922,
"Pitt Town - McGraths Hill",42,28,84,127,234,247,346,387,481,350,269,257,205,84,76,327,73,176,3799,
"Rouse Hill - Beaumont Hills",77,37,94,148,271,378,443,658,927,861,681,589,683,250,220,660,82,164,7220,
"Blacktown (East) - Kings Park",123,55,256,401,540,673,650,825,857,547,385,241,185,44,42,429,123,287,6648,
"Blacktown (North) - Marayong",83,61,318,475,650,629,654,820,877,525,361,218,156,36,42,498,160,197,6760,
"Doonside - Woodcroft",78,77,327,490,673,718,710,958,973,738,511,296,234,64,49,661,171,248,7981,
"Lalor Park - Kings Langley",134,92,367,555,771,786,787,1031,1167,823,669,460,434,122,120,673,241,345,9566,
"Seven Hills - Toongabbie",123,79,365,533,766,798,845,994,1176,731,496,386,314,87,73,620,185,322,8890,
"Blacktown (South)",72,38,205,300,401,490,409,567,574,371,229,158,99,32,28,328,92,175,4574,
"Blacktown (West)",75,69,195,355,539,561,533,784,737,463,308,197,138,28,41,412,130,217,5792,
"Glenwood",46,23,109,151,211,324,383,556,687,622,434,399,411,146,89,424,40,66,5125,
"Parklea - Kellyville Ridge",70,35,127,261,419,547,616,1058,1447,1186,1033,836,951,306,286,797,100,308,10379,
"Riverstone - Marsden Park",78,42,164,270,441,473,536,645,809,637,464,379,341,120,104,470,104,368,6446,
"Acacia Gardens",9,7,15,35,55,73,88,122,193,177,127,97,93,27,14,113,12,25,1278,
"Quakers Hill",72,44,173,250,411,585,669,929,1199,880,677,467,426,110,81,608,92,198,7896,
"Bidwill - Hebersham - Emerton",81,114,550,682,792,752,696,695,539,284,170,70,46,15,27,562,203,452,6725,
"Glendenning - Dean Park",22,13,82,153,186,277,275,416,412,243,166,97,87,9,13,210,36,92,2794,
"Hassall Grove - Plumpton",58,34,214,326,472,648,692,904,942,674,408,229,164,33,20,548,79,241,6677,
"Lethbridge Park - Tregear",83,91,471,648,909,822,607,799,708,478,278,164,136,29,57,584,267,510,7645,
"Mount Druitt - Whalan",134,118,538,722,849,992,838,925,798,472,241,122,89,15,17,599,213,432,8113,
"Prospect Reservoir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,
"Rooty Hill - Minchinbury",84,49,230,337,497,645,721,884,1012,701,440,245,179,49,23,591,94,245,7030,
"Banksmeadow",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,
"Botany",65,23,95,151,254,243,264,364,480,433,351,293,315,117,111,360,82,228,4230,
"Mascot - Eastlakes",313,112,406,576,874,789,776,958,1040,751,616,549,567,221,284,771,201,521,10321,
"Pagewood - Hillsdale - Daceyville",80,56,211,383,406,396,364,423,513,314,236,169,222,67,83,367,120,318,4726,
"Port Botany Industrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"Sydney Airport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,
"Marrickville",163,93,361,558,718,753,725,914,1121,967,826,741,934,306,444,885,169,747,11414,
"Petersham - Stanmore",102,50,170,280,394,408,468,643,810,776,730,656,960,367,664,719,115,854,9178,
"Sydenham - Tempe - St Peters",43,23,72,111,193,173,183,271,331,284,247,225,309,139,155,314,35,221,3338,
"Darlinghurst",101,29,92,155,153,222,245,309,392,392,415,369,658,235,1035,343,70,1010,6243,
"Erskineville - Alexandria",77,39,116,164,189,245,239,382,590,676,702,787,1166,463,928,587,96,623,8057,
"Glebe - Forest Lodge",353,113,350,479,507,475,436,554,695,594,613,599,1008,369,960,662,161,1086,10004,
"Newtown - Camperdown - Darlington",755,159,304,357,415,431,474,613,916,846,851,820,1203,465,858,825,111,1153,11542,
"Potts Point - Woolloomooloo",157,66,206,281,450,421,467,659,886,782,783,707,1303,375,1605,591,150,1721,11600,
"Pyrmont - Ultimo",589,135,302,347,408,455,480,611,836,597,527,523,911,390,1056,686,124,1147,10117,
"Redfern - Chippendale",730,162,453,627,636,541,465,604,721,619,662,670,981,370,789,726,216,1406,11383,
"Surry Hills",142,65,246,367,382,290,319,396,521,524,524,516,1060,353,1177,569,111,1101,8687,
"Sydney - Haymarket - The Rocks",607,166,315,307,448,786,811,948,1029,727,559,447,856,355,1149,847,118,2370,12847,
"Waterloo - Beaconsfield",1136,262,713,807,870,698,705,913,1162,1067,1135,1073,1611,568,953,1081,286,1685,16726,
"Bondi - Tamarama - Bronte",87,40,138,215,285,343,342,455,622,610,523,606,882,384,1045,774,147,859,8355,
"Bondi Beach - North Bondi",95,50,170,176,328,369,383,531,750,679,610,667,1053,467,1140,830,133,1190,9621,
"Bondi Junction - Waverly",120,56,126,223,351,310,331,450,574,493,488,507,744,332,808,533,114,857,7425,
"Centennial Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Double Bay - Bellevue Hill",175,66,159,188,255,346,399,551,778,661,705,760,1355,685,2142,976,212,1205,11624,
"Dover Heights",54,27,76,99,179,225,213,281,387,316,332,322,470,212,484,456,84,255,4482,
"Paddington - Moore Park",85,40,85,153,213,277,252,372,463,454,519,498,855,428,1246,559,99,741,7339,
"Rose Bay - Vaucluse - Watsons Bay",95,29,62,79,114,186,182,236,312,270,301,331,465,277,759,473,98,292,4573,
"Woollahra",49,23,45,78,108,118,135,173,195,214,191,236,443,197,648,291,67,399,3609,
"Coogee - Clovelly",128,62,269,395,489,453,417,595,856,777,832,878,1271,597,1263,1000,205,914,11402,
"Malabar - La Perouse - Chifley",126,89,321,542,698,580,527,763,870,685,567,482,609,214,322,796,244,630,9063,
"Kensington (NSW)",411,104,204,187,225,306,317,384,477,398,365,323,434,134,283,333,81,453,5417,
"Kingsford",611,171,326,336,381,449,405,470,552,434,352,297,333,156,179,461,81,356,6359,
"Maroubra - North",82,44,113,143,226,234,227,263,365,322,278,261,351,170,269,336,81,177,3939,
"Maroubra - South",84,56,210,361,364,302,294,368,421,353,271,248,355,136,206,399,141,332,4900,
"Maroubra - West",173,68,142,192,259,301,335,346,400,321,261,217,307,105,158,338,66,245,4230,
"Randwick - North",94,45,123,192,279,362,379,476,678,631,611,664,934,338,644,534,94,407,7491,
"Randwick - South",137,45,135,137,219,262,270,342,432,434,436,427,577,232,432,475,76,419,5505,
"Bass Hill - Georges Hall",145,127,525,706,822,775,714,710,703,379,306,193,182,55,49,660,219,326,7597,
"Chullora",4,7,8,11,15,26,28,26,37,32,21,22,15,8,3,28,3,31,317,
"Condell Park",60,65,212,307,428,415,373,374,372,259,156,83,106,26,17,331,71,158,3799,
"Greenacre - Mount Lewis",163,153,684,865,1026,892,693,776,692,432,273,191,148,46,39,794,201,418,8492,
"Padstow",83,68,245,410,620,583,569,632,708,545,398,276,273,96,68,465,138,211,6390,
"Panania - Milperra - Picnic Point",131,89,321,486,824,847,762,912,1234,866,635,496,451,170,190,685,199,310,9614,
"Revesby",80,55,270,381,611,570,523,641,667,471,372,251,240,83,87,479,119,220,6117,
"Yagoona - Birrong",130,93,533,697,795,785,711,719,652,424,258,148,128,41,34,554,189,325,7208,
"Bankstown - North",152,92,456,614,674,663,597,590,524,322,198,121,97,25,34,448,101,414,6119,
"Bankstown - South",116,93,443,569,625,641,573,556,482,255,175,97,60,24,26,426,128,410,5713,
"Belmore - Belfield",159,92,374,575,782,743,663,813,767,436,309,226,203,45,56,625,141,325,7338,
"Canterbury (South) - Campsie",341,183,706,875,1162,1345,1217,1329,1275,828,466,317,272,70,85,975,177,573,12204,
"Kingsgrove (North) - Earlwood",152,88,281,444,785,736,673,813,960,712,574,470,516,162,233,701,165,428,8895,
"Punchbowl",165,146,564,683,826,827,653,666,586,348,215,119,93,19,20,586,176,352,7031,
"Roselands",99,65,240,361,462,497,498,541,489,356,217,171,136,45,49,421,91,230,4977,
"Lakemba",130,103,534,644,750,763,591,554,408,182,96,64,56,16,14,477,113,281,5774,
"Wiley Park",82,73,290,359,430,428,375,395,318,138,81,46,39,8,5,328,69,221,3692,
"Hurstville",439,195,523,641,742,893,905,983,1023,618,381,304,269,85,104,770,122,385,9396,
"Mortdale - Penshurst",146,75,277,416,706,806,865,1029,1200,904,631,489,614,192,205,716,150,402,9823,
"Narwee - Beverly Hills",92,68,258,404,557,526,489,602,575,384,283,169,192,62,61,398,104,194,5412,
"Oatley - Hurstville Grove",63,27,110,133,291,360,330,435,510,470,335,299,386,134,246,382,70,129,4719,
"Peakhurst - Lugarno",86,43,200,340,615,579,551,642,730,545,438,342,364,179,192,535,157,169,6725,
"Riverwood",125,88,379,521,585,443,404,483,416,261,171,127,96,22,26,334,151,235,4854,
"South Hurstville - Blakehurst",240,130,333,457,683,803,784,966,964,725,514,379,505,224,274,830,143,278,9224,
"Arncliffe - Bardwell Valley",294,112,337,425,514,638,624,868,1017,733,598,467,587,178,231,733,117,489,8967,
"Bexley",189,117,374,579,928,902,833,1095,1186,817,578,362,403,127,118,796,137,393,9937,
"Kingsgrove (South) - Bardwell Park",80,50,222,277,443,404,345,488,567,331,304,223,254,117,115,392,87,169,4867,
"Kogarah",91,45,171,185,348,369,383,609,600,426,326,216,220,63,83,295,57,211,4696,
"Kogarah Bay - Carlton - Allawah",95,52,258,353,482,557,565,705,781,516,391,341,321,94,129,495,108,233,6467,
"Monterey - Brighton-le-Sands - Kyeemagh",104,46,185,324,570,507,471,605,637,481,367,300,334,79,170,432,135,433,6184,
"Rockdale - Banksia",163,91,272,342,632,667,787,959,1007,656,439,346,339,77,116,644,104,422,8055,
"Sans Souci - Ramsgate",111,64,166,331,685,570,550,646,747,552,452,323,425,137,221,514,171,381,7047,
"Concord - Mortlake - Cabarita",146,76,200,309,482,547,503,664,848,683,611,584,757,343,652,712,142,369,8630,
"Concord West - North Strathfield",589,170,335,392,534,675,669,909,1136,851,733,635,846,328,468,737,100,565,10686,
"Drummoyne - Rodd Point",84,48,130,255,408,364,384,501,631,536,555,604,862,392,811,624,127,523,7828,
"Five Dock - Abbotsford",121,60,211,411,591,480,504,595,756,633,569,609,885,386,726,621,142,508,8810,
"Balmain",82,42,123,211,265,238,261,363,414,426,456,487,804,480,1280,546,87,624,7180,
"Leichhardt - Annandale",132,71,220,341,484,518,541,723,913,785,847,848,1255,609,1220,812,134,802,11245,
"Lilyfield - Rozelle",61,39,88,193,253,229,228,312,388,387,404,460,719,382,993,480,86,471,6173,
"Ashfield",234,132,361,406,701,839,876,1063,1255,836,707,526,651,191,261,703,150,620,10520,
"Burwood - Croydon",505,199,451,564,670,808,809,938,1045,637,601,398,519,189,279,736,132,515,9977,
"Canterbury (North) - Ashbury",73,36,109,194,311,315,284,386,503,354,266,259,294,118,143,339,57,213,4264,
"Croydon Park - Enfield",116,68,222,379,596,563,524,641,745,525,445,346,362,151,146,533,133,253,6748,
"Dulwich Hill - Lewisham",107,60,207,262,432,462,434,604,793,677,623,602,676,221,338,442,108,512,7574,
"Haberfield - Summer Hill",69,51,127,204,306,323,341,439,558,416,392,402,576,245,354,403,79,287,5568,
"Homebush",141,83,249,273,395,545,518,661,752,589,443,288,323,115,101,453,62,503,6505,
"Strathfield",248,123,325,424,617,720,708,911,928,695,565,502,608,317,398,873,127,452,9542,
"Strathfield South",29,15,38,68,96,92,119,121,136,112,104,69,82,24,27,137,11,61,1342,
"Chatswood (East) - Artarmon",495,179,404,472,566,729,750,903,1140,890,796,738,1099,466,840,910,125,748,12238,
"Chatswood (West) - Lane Cove North",168,66,176,269,383,434,493,655,852,790,692,681,1050,398,615,651,106,402,8872,
"Lane Cove - Greenwich",136,73,137,235,372,465,477,653,872,779,812,863,1331,668,1395,880,171,453,10772,
"St Leonards - Naremburn",100,30,61,97,140,137,187,239,367,374,372,404,669,333,691,337,50,395,4982,
"Willoughby - Castle Cove - Northbridge",137,71,170,212,357,410,433,527,731,647,661,702,1061,571,1258,950,142,355,9384,
"Asquith - Mount Colah",53,40,116,215,331,442,488,651,842,662,548,405,594,214,177,542,90,137,6543,
"Berowra - Brooklyn - Cowan",37,26,58,90,229,296,324,446,508,433,336,285,324,116,137,420,51,98,4200,
"Normanhurst - Thornleigh - Westleigh",55,54,111,212,365,426,455,586,760,603,495,471,649,280,275,540,86,153,6586,
"Hornsby - East",101,56,189,202,390,395,438,597,670,487,399,256,332,103,93,303,66,174,5247,
"Hornsby - West",51,40,108,191,277,314,328,396,518,376,283,251,318,84,113,323,49,214,4236,
"Waitara - Wahroonga (West)",75,45,114,160,224,253,302,370,437,376,302,250,374,84,148,279,64,165,4017,
"Gordon - Killara",227,94,196,230,283,398,424,538,703,558,559,639,828,414,767,795,115,267,8025,
"Lindfield - Roseville",141,71,147,190,301,382,445,535,668,636,613,706,1017,515,954,819,109,256,8520,
"Pymble",78,52,89,109,182,251,283,352,499,438,420,485,725,366,637,575,60,151,5753,
"St Ives",127,50,134,168,280,412,442,563,708,521,589,636,839,443,680,732,114,195,7638,
"Turramurra",98,52,116,182,318,387,400,523,600,562,550,549,821,396,671,642,109,188,7159,
"Wahroonga (East) - Warrawee",80,43,95,120,184,287,318,402,550,454,500,505,749,422,672,652,80,190,6292,
"Cremorne - Cammeray",118,60,138,164,311,310,393,505,720,598,676,746,1177,499,1440,587,120,611,9176,
"Crows Nest - Waverton",102,42,125,171,281,282,320,480,699,708,693,790,1234,531,1211,572,102,598,8933,
"Mosman",166,67,179,244,363,471,450,659,858,772,877,936,1472,717,2089,1081,187,846,12426,
"Neutral Bay - Kirribilli",138,61,145,231,290,307,352,455,633,639,676,736,1254,449,1397,595,132,848,9351,
"North Sydney - Lavender Bay",86,35,49,80,106,168,153,243,330,362,416,411,779,304,1013,374,64,647,5613,
"Balgowlah - Clontarf - Seaforth",75,40,103,157,257,296,354,451,621,526,575,647,910,426,885,769,100,289,7481,
"Manly - Fairlight",117,58,146,220,348,382,359,513,762,647,627,792,1219,565,1513,868,156,756,10041,
"Avalon - Palm Beach",64,23,83,112,223,292,336,338,544,403,334,327,361,169,388,510,75,206,4798,
"Bayview - Elanora Heights",37,27,79,123,226,252,312,350,358,326,288,303,332,145,286,428,99,222,4200,
"Newport - Bilgola",57,27,88,143,211,292,341,436,587,466,402,369,406,188,349,561,73,143,5155,
"Warriewood - Mona Vale",77,58,148,250,449,630,678,877,1068,827,711,621,779,266,367,799,178,477,9245,
"Beacon Hill - Narraweena",48,38,113,252,323,377,427,504,577,441,346,258,362,125,164,499,104,187,5152,
"Cromer",30,16,50,96,223,224,190,290,321,271,207,190,195,69,90,222,59,95,2837,
"Dee Why - North Curl Curl",98,54,241,334,602,727,817,1076,1355,1087,887,687,806,247,418,758,175,618,10987,
"Forestville - Killarney Heights",55,41,102,162,276,314,318,382,429,368,330,336,437,208,267,369,82,113,4601,
"Frenchs Forest - Belrose",80,53,132,247,465,515,575,782,982,796,716,684,887,359,416,816,140,269,8911,
"Freshwater - Brookvale",87,44,111,214,335,391,469,643,888,750,747,716,982,338,662,717,127,470,8684,
"Manly Vale - Allambie Heights",66,30,107,209,382,383,392,506,648,539,512,475,611,243,338,578,100,185,6296,
"Narrabeen - Collaroy",93,69,163,265,527,669,648,900,1120,925,819,685,836,327,521,773,232,506,10080,
"Terrey Hills - Duffys Forest",17,8,15,20,67,62,86,73,159,102,86,74,109,59,87,137,21,69,1251,
"Camden - Ellis Lane",50,33,80,210,421,369,376,446,604,462,394,308,306,93,97,359,105,120,4833,
"Elderslie - Harrington Park",57,39,152,257,440,504,567,798,942,790,599,444,461,156,152,556,110,236,7259,
"Mount Annan - Currans Hill",68,46,191,270,540,678,901,1108,1512,1102,878,612,541,128,101,767,146,243,9834,
"Bradbury - Wedderburn",88,66,382,507,716,757,667,813,881,515,333,200,147,37,40,534,169,326,7180,
"Campbelltown - Woodbine",91,65,270,482,774,757,672,806,880,540,410,270,176,56,70,494,172,381,7371,
"Claymore - Eagle Vale - Raby",64,57,300,457,550,640,681,863,901,633,430,260,214,59,43,607,134,318,7222,
"Holsworthy Military Area",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Ingleburn - Denham Court",84,104,286,397,627,766,726,825,859,629,422,323,261,89,86,545,135,362,7519,
"Leumeah - Minto Heights",76,51,242,377,600,701,599,788,815,554,373,228,165,42,52,469,141,225,6502,
"Macquarie Fields - Glenfield",89,90,444,613,837,931,793,997,1036,645,401,238,216,59,48,597,221,407,8668,
"Minto - St Andrews",86,63,348,505,646,754,680,794,907,563,376,205,180,39,30,571,133,241,7107,
"Rosemeadow - Glen Alpine",65,63,331,489,664,700,692,829,875,569,412,262,273,70,77,665,150,320,7497,
"Bargo",21,14,54,126,208,192,198,269,272,160,114,77,78,23,21,183,44,103,2177,
"Douglas Park - Appin",14,21,55,98,176,220,268,360,438,307,278,243,228,86,71,294,58,119,3322,
"Picton - Tahmoor - Buxton",52,28,165,323,566,534,574,678,775,493,403,269,259,83,69,562,178,293,6305,
"The Oaks - Oakdale",25,22,74,127,207,211,244,339,412,279,207,173,140,46,64,357,71,132,3123,
"Blackheath - Megalong Valley",33,20,75,176,351,333,242,254,231,147,123,104,76,21,33,156,64,232,2678,
"Blaxland - Warrimoo - Lapstone",42,32,140,221,462,521,593,714,909,726,563,486,512,201,200,546,86,174,7134,
"Blue Mountains - North",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,
"Katoomba - Leura",80,53,240,449,803,698,567,587,573,362,266,178,184,61,99,355,170,519,6242,
"Lawson - Hazelbrook - Linden",39,27,122,240,417,463,452,540,576,384,277,213,185,39,44,322,80,166,4599,
