Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA2 (UR) by ENGP Proficiency in Spoken English"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"ENGP Proficiency in Spoken English","Very well","Well","Not well","Not at all","Not stated - both language (LANP) and proficiency (ENGP) not stated","Not stated - language (LANP) stated, proficiency (ENGP) not stated","Not applicable","Total",
"SA2 (UR)",
"Chatswood (West) - Lane Cove North",4827,2371,995,381,887,60,11327,20857,
"Lane Cove - Greenwich",3868,1275,513,180,1051,61,19788,26733,
"St Leonards - Naremburn",2184,907,350,117,681,31,6231,10500,
"Willoughby - Castle Cove - Northbridge",3795,1394,675,196,966,60,18385,25463,
"Asquith - Mount Colah",2291,852,335,141,452,32,14185,18291,
"Berowra - Brooklyn - Cowan",817,210,60,53,313,11,10234,11699,
"Normanhurst - Thornleigh - Westleigh",2845,1124,423,192,512,45,13388,18531,
"Hornsby - East",3604,2134,1003,362,372,59,4254,11798,
"Hornsby - West",2016,1024,491,193,514,28,6408,10684,
"Waitara - Wahroonga (West)",2631,1365,607,227,394,42,4333,9602,
"Gordon - Killara",4669,2246,1072,362,681,49,12254,21328,
"Lindfield - Roseville",3918,1724,781,265,769,35,15657,23147,
"Pymble",2776,1010,413,174,433,29,11513,16354,
"St Ives",3459,1309,604,270,544,49,14214,20456,
"Turramurra",2595,815,351,165,849,34,14452,19267,
"Wahroonga (East) - Warrawee",2558,830,334,127,708,27,13248,17822,
"Cremorne - Cammeray",2399,725,263,77,1206,25,14386,19084,
"Crows Nest - Waverton",2858,948,355,114,1133,29,12577,18026,
"Mosman",3099,847,303,99,1900,37,22197,28476,
"Neutral Bay - Kirribilli",2422,840,244,98,1507,33,12713,17852,
"North Sydney - Lavender Bay",1947,647,212,58,989,20,6830,10703,
"Balgowlah - Clontarf - Seaforth",1903,518,161,47,844,31,16675,20188,
"Manly - Fairlight",2469,579,157,83,1669,32,16712,21704,
"Avalon - Palm Beach",605,106,29,10,526,11,11084,12374,
"Bayview - Elanora Heights",681,110,41,27,606,11,9271,10745,
"Newport - Bilgola",770,131,52,26,398,5,11804,13186,
"Warriewood - Mona Vale",1848,631,182,50,1194,22,20200,24134,
"Beacon Hill - Narraweena",1769,725,370,83,568,33,10331,13882,
"Cromer",642,245,83,19,295,10,6194,7485,
"Dee Why - North Curl Curl",3931,2154,815,234,1532,74,16211,24949,
"Forestville - Killarney Heights",2075,653,249,69,308,19,9422,12796,
"Frenchs Forest - Belrose",2891,793,296,99,757,33,20300,25171,
"Freshwater - Brookvale",2117,681,277,91,1210,42,16559,20978,
"Manly Vale - Allambie Heights",1751,571,250,79,695,29,13493,16870,
"Narrabeen - Collaroy",1984,630,207,53,1461,33,20408,24771,
"Terrey Hills - Duffys Forest",249,57,19,11,192,0,3115,3648,
"Camden - Ellis Lane",552,121,26,18,467,17,11761,12963,
"Elderslie - Harrington Park",1831,433,181,63,718,19,17736,20980,
"Mount Annan - Currans Hill",2428,741,271,115,867,45,24113,28576,
"Bradbury - Wedderburn",2029,811,391,98,1045,51,14544,18962,
"Campbelltown - Woodbine",3278,1327,505,148,1075,56,11804,18194,
"Claymore - Eagle Vale - Raby",3047,1142,511,126,1099,57,14419,20405,
"Holsworthy Military Area",0,0,0,0,0,0,0,0,
"Ingleburn - Denham Court",4854,1998,688,234,1158,93,10960,19985,
"Leumeah - Minto Heights",2167,923,351,124,677,60,12233,16541,
"Macquarie Fields - Glenfield",6449,2759,954,275,1707,111,11304,23556,
"Minto - St Andrews",4941,2185,733,232,791,96,10913,19887,
"Rosemeadow - Glen Alpine",2896,1172,516,122,1246,52,14871,20876,
"Bargo",210,67,39,6,316,0,5101,5740,
"Douglas Park - Appin",431,124,29,18,409,6,8607,9625,
"Picton - Tahmoor - Buxton",607,195,79,27,938,18,14924,16786,
"The Oaks - Oakdale",418,117,37,3,418,20,7979,8997,
"Blackheath - Megalong Valley",264,60,22,7,395,5,4810,5560,
"Blaxland - Warrimoo - Lapstone",782,131,58,27,626,6,17311,18936,
"Blue Mountains - North",0,0,0,0,0,0,12,12,
"Katoomba - Leura",788,396,107,21,854,6,11048,13222,
"Lawson - Hazelbrook - Linden",496,121,26,16,442,11,10140,11253,
"Springwood - Winmalee",814,165,65,28,635,11,19910,21633,
"Wentworth Falls",329,70,26,16,293,0,5334,6077,
"Blue Mountains - South",0,0,0,0,0,0,4,5,
"Cambridge Park",905,319,108,39,675,28,13571,15644,
"Castlereagh - Cranebrook",2282,736,309,131,1123,36,19096,23724,
"Emu Plains - Leonay",602,220,80,23,666,11,12618,14223,
"Glenmore Park - Regentville",2154,607,174,60,674,26,17514,21203,
"Jamisontown - South Penrith",1125,432,160,68,815,10,14672,17288,
"Kingswood - Werrington",2920,1203,369,119,1108,73,13794,19577,
"Mulgoa - Luddenham - Orchard Hills",1124,334,85,34,523,26,7424,9541,
"Penrith",1326,585,239,108,942,41,10048,13295,
"Warragamba - Silverdale",246,82,22,5,237,5,4598,5195,
"Richmond - Clarendon",679,251,102,33,834,14,11932,13839,
"Windsor - Bligh Park",593,215,76,19,728,10,13684,15330,
"Yarramundi - Londonderry",447,119,64,10,1421,13,5298,7376,
"Erskine Park",963,299,103,30,212,15,4821,6440,
"St Clair",2921,1034,397,126,879,37,14500,19895,
"Colyton - Oxley Park",1920,767,299,77,716,50,7776,11595,
"St Marys - North St Marys",2421,1180,404,133,1297,57,10579,16074,
"Homebush Bay - Silverwater",4789,2597,1252,465,3377,64,6189,18733,
"Rookwood Cemetery",0,0,0,0,0,0,0,0,
"Auburn - Central",5834,4063,2973,1078,863,156,2196,17175,
"Auburn - North",3552,3109,2065,770,701,98,1024,11325,
"Auburn - South",3067,1698,1302,441,351,81,1551,8487,
"Berala",2626,1918,1634,526,294,54,1850,8898,
"Lidcombe",6238,4429,3500,919,1006,127,3768,19988,
"Regents Park",1642,992,679,226,205,30,1299,5067,
"Carlingford",7588,4384,2267,832,740,88,11461,27359,
"Ermington - Rydalmere",4656,2611,1554,478,888,67,11160,21423,
"Oatlands - Dundas Valley",4309,2482,1459,531,801,69,8135,17788,
"Chester Hill - Sefton",5681,2942,2111,590,1352,87,5704,18461,
"Fairfield - East",4770,2908,2335,729,994,111,3670,15514,
"Granville - Clyde",7111,4089,2445,765,1326,146,4949,20830,
"Greystanes - Pemulwuy",6816,2184,928,276,996,105,15004,26307,
"Guildford - South Granville",7761,3414,2293,710,1527,154,5087,20951,
"Guildford West - Merrylands West",6233,2908,1758,558,1046,128,8084,20722,
"Merrylands - Holroyd",9173,4837,2672,855,1338,202,9371,28452,
"Smithfield Industrial",3,0,3,0,0,0,6,10,
"Yennora Industrial",5,5,3,0,0,0,3,14,
"North Parramatta",6537,3040,1487,528,1816,80,8750,22232,
"North Rocks",1557,713,348,150,177,15,4916,7878,
"Northmead",6598,2518,919,422,1365,100,8456,20383,
"Parramatta - Rosehill",11210,6330,2500,1005,2461,228,5522,29243,
"Toongabbie - Constitution Hill",5584,2281,978,342,894,96,11759,21936,
"Winston Hills",1795,625,270,96,177,24,7790,10774,
"Pendle Hill - Girraween",4797,2112,848,249,668,82,4083,12842,
"Wentworthville - Westmead",6302,2810,1111,395,704,115,4158,15599,
"Epping - North Epping",7409,4362,2036,728,693,89,11777,27093,
"Pennant Hills - Cheltenham",3772,1448,630,249,654,47,13700,20495,
"Eastwood - Denistone",6459,4569,2568,938,796,91,9625,25045,
"Gladesville - Huntleys Point",2276,864,459,131,699,31,9960,14409,
"Hunters Hill - Woolwich",1292,352,205,72,488,16,7918,10341,
"Macquarie Park - Marsfield",6045,4291,1392,433,1015,90,8457,21728,
"North Ryde - East Ryde",2681,1146,490,180,348,31,7439,12311,
"West Ryde - Meadowbank",5402,3214,1442,487,663,93,8075,19375,
"Putney",833,271,108,24,131,13,2762,4143,
"Ryde",6833,3800,1636,530,1288,114,12976,27174,
"Ashcroft - Busby - Miller",4423,2021,1589,435,1603,124,7148,17335,
"Austral - Greendale",1823,685,475,159,743,40,4989,8918,
"Cobbitty - Leppington",3143,933,444,173,1253,60,11888,17890,
"Badgerys Creek",7,0,3,0,7,0,35,59,
"Cecil Hills",2498,873,464,112,285,32,2744,7015,
"Green Valley",4537,2012,1515,376,489,80,3511,12514,
"Hinchinbrook",4645,1732,992,280,390,62,4204,12295,
"Hoxton Park - Carnes Hill - Horningsea Park",4174,1398,675,218,420,77,4630,11588,
"West Hoxton - Middleton Grange",5057,1592,731,222,647,78,6865,15187,
"Bonnyrigg Heights - Bonnyrigg",5387,2895,2561,693,474,116,3854,15980,
"Bossley Park - Abbotsbury",6047,2900,1785,532,535,80,6963,18834,
"Cabramatta - Lansvale",6197,5192,6361,2053,1084,185,3638,24708,
"Cabramatta West - Mount Pritchard",4987,2775,2693,711,877,119,5026,17188,
"Canley Vale - Canley Heights",5995,4279,4450,1353,812,133,3806,20819,
"Edensor Park",3296,1745,1176,300,256,75,2929,9772,
"Fairfield",5003,3885,3465,1403,736,147,3059,17704,
"Fairfield - West",5846,3847,3046,1007,702,142,4506,19088,
"Greenfield Park - Prairiewood",2997,1606,1112,312,240,57,2014,8336,
"Horsley Park - Kemps Creek",1076,369,191,44,374,15,2358,4426,
"Smithfield - Wetherill Park",5177,2983,1941,642,787,137,6372,18045,
"St Johns Park - Wakeley",3654,2158,1856,428,348,70,2355,10866,
"Wetherill Park Industrial",9,12,3,4,0,0,7,36,
"Casula",5210,1926,957,274,931,96,6270,15661,
"Chipping Norton - Moorebank",4806,1654,817,285,693,71,10433,18748,
"Holsworthy - Wattle Grove",4315,1408,454,148,784,53,13542,20706,
"Liverpool",8142,4905,3257,1324,3313,177,6053,27172,
"Lurnea - Cartwright",3270,1616,1081,313,922,116,4379,11686,
"Prestons - Edmondson Park",6641,2147,842,236,676,114,6930,17580,
"Warwick Farm",1606,919,613,202,808,33,1612,5798,
"Gymea - Grays Point",1100,320,147,60,516,20,15309,17479,
"Miranda - Yowie Bay",2111,899,386,107,802,42,13886,18230,
"Sylvania - Taren Point",2951,960,396,122,670,42,10790,15940,
"Caringbah",1069,429,169,75,599,16,9407,11764,
"Caringbah South",690,159,72,26,366,9,10730,12058,
"Cronulla - Kurnell - Bundeena",1510,394,133,56,1569,30,19794,23487,
"Lilli Pilli - Port Hacking - Dolans Bay",217,35,7,0,93,0,2798,3149,
"Woolaware - Burraneer",532,116,47,11,259,18,6750,7728,
"Heathcote - Waterfall",220,58,17,11,130,10,6063,6504,
"Illawong - Alfords Point",1857,476,208,62,199,20,7546,10366,
"Menai - Lucas Heights - Woronora",2053,572,223,87,576,24,17602,21128,
"Oyster Bay - Como - Jannali",1613,561,224,86,621,22,18120,21254,
"Royal National Park",0,0,0,0,7,0,21,24,
"Sutherland - Kirrawee",2053,797,322,133,890,32,16646,20874,
"Engadine",747,177,75,40,374,7,15568,16992,
"Loftus - Yarrawarrah",277,63,27,10,153,6,6706,7247,
"Woronora Heights",151,23,7,6,74,3,3398,3646,
"Migratory - Offshore - Shipping (NSW)",25,27,29,12,43,0,277,419,
"No Usual Address (NSW)",936,594,246,72,3213,14,7209,12288,
"Aranda",229,115,31,6,72,0,1941,2397,
"Belconnen",1360,1056,278,93,533,22,3315,6651,
"Bruce",1231,878,262,49,493,18,4076,6996,
"Charnwood",256,145,66,15,170,0,2320,2979,
"Cook",284,122,44,16,97,10,2235,2804,
"Dunlop",837,345,110,41,236,18,5620,7199,
"Evatt",505,218,72,29,325,10,4174,5329,
"Florey",781,385,170,45,192,13,3171,4769,
"Flynn (ACT)",260,75,37,15,110,0,2858,3355,
"Fraser",85,28,4,3,77,0,1821,2027,
"Giralang",359,174,72,9,119,9,2567,3312,
"Gooromon",0,0,0,0,0,0,3,10,
"Hawker",334,152,46,20,104,7,2292,2956,
"Higgins",290,143,62,19,149,4,2405,3069,
"Holt",386,172,69,29,259,10,3690,4623,
"Kaleen",1060,586,190,44,284,12,5093,7270,
"Latham",327,138,52,17,167,7,2933,3637,
"Lawson",34,36,11,5,6,0,50,142,
"Macgregor (ACT)",948,389,127,61,194,30,5049,6794,
"Macquarie",370,210,63,19,108,4,1920,2703,
"McKellar",419,185,65,20,143,4,1896,2749,
"Melba",277,105,63,17,141,14,2529,3148,
"Page",356,248,106,35,166,14,2095,3023,
"Scullin",332,170,69,28,172,12,2147,2931,
"Spence",199,80,40,6,103,4,2146,2584,
"Weetangera",245,116,28,10,71,0,2103,2575,
"Molonglo Corridor",0,0,0,0,0,0,11,14,
"West Belconnen",0,0,0,0,3,0,11,16,
"Hume",0,0,0,0,420,0,4,424,
"Kowen",0,0,0,0,7,0,26,39,
"Canberra East",46,15,9,0,154,6,609,837,
"Canberra Airport",6,7,0,0,5,0,83,100,
"Majura",14,0,0,0,21,0,138,175,
"Amaroo",798,228,99,29,157,15,4376,5708,
"Bonner",1838,674,234,98,300,24,3560,6730,
"Casey",1084,361,124,74,245,17,3855,5759,
"Crace",1093,445,136,71,165,16,2537,4456,
"Forde",837,292,113,41,155,9,2861,4307,
"Franklin",1732,986,365,119,249,22,2950,6420,
"Gungahlin",1295,790,355,111,349,32,3204,6131,
"Hall",6,5,0,0,9,0,255,276,
"Harrison",1772,936,321,122,243,32,4262,7691,
"Mitchell",0,0,0,0,0,0,3,3,
"Ngunnawal",1561,638,227,90,499,29,7444,10486,
"Nicholls",1028,345,134,54,311,9,4986,6862,
"Palmerston",892,459,208,68,234,19,3644,5529,
"Gungahlin - East",0,0,0,0,0,0,0,0,
"Gungahlin - West",0,0,0,0,0,0,0,0,
"Jacka",186,75,22,10,9,0,362,666,
"Kenny",0,0,0,0,0,0,8,10,
"Moncrieff",29,4,4,0,13,0,48,101,
"Taylor",0,0,0,0,0,0,0,0,
"Throsby",0,0,0,0,0,0,0,0,
"Acton",532,326,33,0,118,3,1072,2086,
"Ainslie",430,157,89,27,293,5,4168,5183,
"Braddon",836,477,116,29,548,13,3486,5500,
"Civic",970,779,128,9,390,13,1986,4275,
"Dickson",270,158,62,19,116,6,1516,2148,
"Downer",442,277,106,25,186,10,2621,3660,
"Hackett",273,99,42,12,128,10,2426,2996,
"Lyneham",765,334,123,37,370,8,3477,5114,
"O'Connor (ACT)",637,214,63,23,285,11,4248,5477,
"Turner",626,308,123,32,413,3,2549,4049,
"Watson",772,295,98,32,308,11,4350,5865,
"Black Mountain",0,0,0,0,0,0,0,0,
"Campbell",312,119,35,7,208,7,2531,3220,
"Duntroon",103,39,3,0,117,0,1510,1774,
"Parkes (ACT) - North",0,0,0,0,0,0,0,0,
"Reid",184,108,46,7,180,4,1104,1640,
"Russell",0,0,0,0,0,0,0,0,
"Deakin",353,91,32,3,100,4,2296,2874,
"Forrest",208,54,9,7,136,0,1197,1609,
"Griffith (ACT)",578,177,80,32,348,3,3357,4576,
"Lake Burley Griffin",0,0,0,0,0,0,0,0,
"Narrabundah",826,264,119,28,576,7,4130,5956,
"Parkes (ACT) - South",0,0,0,0,5,0,0,4,
"Red Hill (ACT)",518,124,55,6,208,5,2258,3169,
"Yarralumla",311,82,15,11,160,3,2304,2888,
"Barton",217,41,13,3,107,3,1049,1436,
"Fyshwick",6,0,0,0,3,0,48,54,
"Kingston (ACT)",525,111,32,10,342,7,3401,4425,
"Banks",422,140,53,13,186,3,4156,4967,
"Bonython",537,193,65,39,80,0,2872,3783,
"Calwell",423,191,46,14,273,0,4802,5761,
"Chisholm",384,133,57,24,197,8,4321,5118,
"Conder",416,156,49,17,224,4,4190,5059,
"Fadden",281,83,27,8,76,3,2477,2953,
"Gilmore",220,92,46,15,126,0,2259,2751,
"Gordon (ACT)",733,285,70,43,288,8,6177,7610,
"Gowrie (ACT)",286,94,32,14,114,4,2515,3055,
"Greenway",371,129,35,16,94,7,1239,1892,
"Isabella Plains",459,178,87,29,208,4,3433,4403,
"Kambah",1165,424,175,41,687,13,12398,14900,
"Macarthur",95,27,3,6,60,0,1241,1426,
"Monash",670,233,73,26,349,10,4069,5428,
"Mount Taylor",0,0,0,0,0,0,0,0,
"Oxley (ACT)",183,58,27,3,70,7,1345,1697,
"Richardson",263,93,46,13,122,3,2466,3008,
"Theodore",345,93,28,8,126,6,3192,3799,
"Tuggeranong",0,0,0,0,5,0,18,22,
"Wanniassa",683,284,115,26,291,17,6103,7511,
"Tuggeranong - West",0,0,0,0,0,0,12,12,
"Chapman",220,71,28,4,73,8,2282,2687,
"Duffy",234,72,18,3,139,4,2678,3162,
"Fisher",233,85,39,11,166,0,2470,3000,
"Holder",239,85,44,14,79,3,2138,2604,
"Rivett",257,88,44,19,158,6,2611,3190,
"Stirling",244,76,41,10,141,0,1612,2134,
"Waramanga",248,95,31,9,103,9,2134,2627,
"Weston",358,120,56,15,325,0,2697,3580,
"Scrivener",0,0,0,0,0,0,4,4,
"Chifley",337,154,56,17,94,5,1753,2407,
"Curtin",520,188,65,21,220,9,4216,5234,
"Farrer",378,121,40,11,93,0,2583,3224,
"Garran",631,233,56,24,276,6,2273,3499,
"Hughes",275,97,32,12,183,5,2393,2993,
"Isaacs",498,176,49,10,61,7,1540,2345,
"Lyons (ACT)",448,220,90,31,237,6,2062,3089,
"Mawson",585,253,71,28,139,5,2166,3254,
"O'Malley",292,76,28,10,62,4,517,990,
"Pearce",284,120,28,9,117,11,2020,2582,
"Phillip",767,339,103,51,238,15,1429,2935,
"Torrens",298,89,33,9,73,5,1706,2206,
"Arboretum",0,0,0,0,6,0,5,10,
"Coombs",436,167,37,16,130,11,1007,1810,
"Denman Prospect",0,0,0,0,0,0,0,0,
"Molonglo",0,0,0,0,0,0,0,0,
"Molonglo - North",0,0,0,0,0,0,0,5,
"Wright",565,152,50,13,196,6,1776,2755,
"ACT - South West",25,4,0,0,48,0,475,561,
"Namadgi",0,0,0,0,3,0,35,41,
"Migratory - Offshore - Shipping (ACT)",0,0,0,0,0,0,0,0,
"No Usual Address (ACT)",47,24,17,0,102,0,354,541,
"Total",1097764,527499,264532,82437,470201,19571,5415620,7877622,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
